ObjectId;Department;Title;Artist;ArtistNationality;ObjectDate;ObjectDateBegin;ObjectDateEnd;Medium;Classification;Tags;ImageUrl;Height;Width
436118;European Paintings;The Forge;Léonard Defrance;Flemish;;1755;1805;Oil on wood;Paintings;Infants|Men|Women|Working|Hammers;https://images.metmuseum.org/CRDImages/ep/web-large/ep71.93.R.jpg;32.1;41.9
436119;European Paintings;The Rope Dance;Léonard Defrance;Flemish;;1755;1805;Oil on wood;Paintings;Men|Women|Spectators|Dancing;https://images.metmuseum.org/CRDImages/ep/web-large/ep71.105.R.jpg;50.5;72.7
436120;European Paintings;The Old Italian Woman;Edgar Degas;French;1857;1857;1857;Oil on canvas;Paintings;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/EP1004.jpg;74.9;61.0
436121;European Paintings;A Woman Seated beside a Vase of Flowers (Madame Paul Valpinçon?);Edgar Degas;French;1865;1865;1865;"Oil on canvas";Paintings;Women|Flowers|Pitchers;https://images.metmuseum.org/CRDImages/ep/web-large/DT1566.jpg;73.7;92.7
436122;European Paintings;The Collector of Prints;Edgar Degas;French;1866;1866;1866;Oil on canvas;Paintings;Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/DT1920.jpg;53.0;40.0
436123;European Paintings;"The Ballet from ""Robert le Diable""";Edgar Degas;French;1871;1871;1871;Oil on canvas;Paintings;Performance|Men|Dancing|Ballet;https://images.metmuseum.org/CRDImages/ep/web-large/DT1911.jpg;66.0;54.3
436124;European Paintings;The Artist's Cousin, Probably Mrs. William Bell (Mathilde Musson, 1841–1878);Edgar Degas;French;1873;1873;1873;Pastel on green wove paper, now darkened to brown;Drawings;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP338363.jpg;47.3;38.4
436125;European Paintings;Woman on a Sofa;Edgar Degas;French;1875;1875;1875;Oil colors freely mixed with turpentine, with touches of pastel, over graphite underdrawing, on pink paper;Drawings;Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP289327.jpg;48.6;42.5
436126;European Paintings;At the Milliner's;Edgar Degas;French;1882;1882;1882;Pastel on pale gray wove paper (industrial wrapping paper), laid down on silk bolting;Drawings;Hats|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DT1046.jpg;76.2;86.4
436127;European Paintings;Woman Bathing in a Shallow Tub;Edgar Degas;French;1885;1885;1885;Charcoal and pastel on light green wove paper, now discolored to warm gray, laid down on silk bolting;Drawings;Female Nudes|Bathing;https://images.metmuseum.org/CRDImages/ep/web-large/DP253483.jpg;81.3;56.2
436128;European Paintings;Woman with a Towel;Edgar Degas;French;1894 or 1898;1894;1894;Pastel on cream-colored wove paper with red and blue fibers throughout;Drawings;Female Nudes;https://images.metmuseum.org/CRDImages/ep/web-large/DP253482.jpg;95.9;76.2
436131;European Paintings;Bather Stepping into a Tub;Edgar Degas;French;ca. 1890;1885;1895;Pastel and charcoal on blue laid paper, mounted at perimeter on backing board;Drawings;Female Nudes|Bathing;https://images.metmuseum.org/CRDImages/ep/web-large/DP253484.jpg;55.9;47.6
436132;European Paintings;The Dance Lesson;Edgar Degas;French;ca. 1879;1874;1884;Pastel and black chalk on three pieces of wove paper, joined together;Drawings;Men|Women|Dancing|Violins|Dancers|Ballet;https://images.metmuseum.org/CRDImages/ep/web-large/DT1883.jpg;64.5;56.2
436134;European Paintings;Dancer Onstage;Edgar Degas;French;ca. 1877;1872;1882;Gouache over graphite underdrawing on thin wove commercially coated yellow paper, laid down on board;Drawings;Women|Dancing|Dancers|Ballet;https://images.metmuseum.org/CRDImages/ep/web-large/DT1913.jpg;17.1;21.3
436135;European Paintings;Dancer with a Fan;Edgar Degas;French;ca. 1880;1875;1885;Pastel on gray-green laid paper;Drawings;Fans|Girls|Dancers|Ballet;https://images.metmuseum.org/CRDImages/ep/web-large/ep29.100.188.bw.R.jpg;61.0;41.9
436136;European Paintings;Dancer with a Fan;Edgar Degas;French;ca. 1890–95;1890;1895;Pastel and charcoal on buff-colored wove tracing paper;Drawings;Fans|Women|Dancers|Ballet;https://images.metmuseum.org/CRDImages/ep/web-large/DT12066.jpg;55.6;48.9
436137;European Paintings;The Dancers;Edgar Degas;French;;1854;1917;Pastel and charcoal on paper;Drawings;Women|Dancers|Ballet;https://images.metmuseum.org/CRDImages/ep/web-large/77I_053R2M.jpg;71.1;59.1
436138;European Paintings;Dancers in the Rehearsal Room with a Double Bass;Edgar Degas;French;ca. 1882–85;1882;1885;Oil on canvas;Paintings;Women|Dancers|Musical Instruments;https://images.metmuseum.org/CRDImages/ep/web-large/DP275510.jpg;39.1;89.5
436139;European Paintings;Dancers Practicing at the Barre;Edgar Degas;French;1877;1877;1877;Mixed media on canvas;Paintings;Dancing|Dancers|Women|Ballet;https://images.metmuseum.org/CRDImages/ep/web-large/DT840.jpg;75.6;81.3
436140;European Paintings;Dancers, Pink and Green;Edgar Degas;French;ca. 1890;1885;1895;Oil on canvas;Paintings;Women|Dancers|Ballet;https://images.metmuseum.org/CRDImages/ep/web-large/DP-14936-033.jpg;82.2;75.6
436141;European Paintings;The Dancing Class;Edgar Degas;French;ca. 1870;1870;1870;Oil on wood;Paintings;Men|Women|Dancing|Mirrors|Dancers|Musicians|Ballet;https://images.metmuseum.org/CRDImages/ep/web-large/DP-25445-001.jpg;19.7;27.0
436142;European Paintings;Fan Mount: Ballet Girls;Edgar Degas;French;1879;1879;1879;Watercolor, silver, and gold on silk;Drawings;Girls|Dancers|Ballet;https://images.metmuseum.org/CRDImages/ep/web-large/DT1869.jpg;45.40259;72.390144
436143;European Paintings;Fan Mount: The Ballet;Edgar Degas;French;1879;1879;1879;Watercolor, India ink, silver, and gold on silk;Drawings;Women|Dancing|Ballet;https://images.metmuseum.org/CRDImages/ep/web-large/DT241540.jpg;15.6;54.0
436144;European Paintings;James-Jacques-Joseph Tissot (1836–1902);Edgar Degas;French;ca. 1867–68;1867;1868;Oil on canvas;Paintings;Men|Portraits|Artists;https://images.metmuseum.org/CRDImages/ep/web-large/DT2117.jpg;151.4;111.8
436145;European Paintings;Joseph-Henri Altès (1826–1895);Edgar Degas;French;1868;1868;1868;Oil on canvas;Paintings;Men|Profiles|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/DP-24651-001.jpg;27.0;21.6
436149;European Paintings;Madame Théodore Gobillard (Yves Morisot, 1838–1893);Edgar Degas;French;1869;1869;1869;Oil on canvas;Paintings;Women|Interiors|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/DT2156.jpg;55.2;65.1
436150;European Paintings;Marie Dihau (1843–1935);Edgar Degas;French;1867–68;1867;1868;Oil on canvas;Paintings;Profiles|Women|Purses|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/DT267444.jpg;22.2;27.3
436151;European Paintings;The Milliner;Edgar Degas;French;ca. 1882;1877;1887;Pastel and charcoal on warm gray wove paper, now discolored to buff (watermark MICHALLET), laid down on dark brown wove paper;Drawings;Hats|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP289328.jpg;47.6;62.2
436152;European Paintings;Portrait of a Woman in Gray;Edgar Degas;French;ca. 1865;1860;1870;Oil on canvas;Paintings;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DT1912.jpg;91.4;72.4
436153;European Paintings;Portrait of a Young Woman;Edgar Degas;French;ca. 1885;1880;1890;Oil on canvas;Paintings;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DT297552.jpg;27.3;22.2
436154;European Paintings;Portraits at the Stock Exchange;Edgar Degas;French;ca. 1878–79;1878;1879;Pastel on paper, pieced, and laid down on canvas;Drawings;Men;https://images.metmuseum.org/CRDImages/ep/web-large/DT1044.jpg;72.1;58.1
436155;European Paintings;The Rehearsal of the Ballet Onstage;Edgar Degas;French;ca. 1874;1871;1877;Oil colors freely mixed with turpentine, with traces of watercolor and pastel over pen-and-ink drawing on cream-colored wove paper, laid down on bristol board and mounted on canvas;Drawings;Men|Women|Dancing|Dancers|Ballet;https://images.metmuseum.org/CRDImages/ep/web-large/DT1565.jpg;54.3;73.0
436156;European Paintings;The Rehearsal Onstage;Edgar Degas;French;ca. 1874;1871;1877;Pastel over brush-and-ink drawing on thin cream-colored wove paper, laid down on bristol board and mounted on canvas;Drawings;Men|Women|Dancing|Dancers|Ballet;https://images.metmuseum.org/CRDImages/ep/web-large/DT1006.jpg;53.3;72.4
436157;European Paintings;Russian Dancer;Edgar Degas;French;1899;1899;1899;Pastel over charcoal on tracing paper;Drawings;Dancers|Women|Dancing;https://images.metmuseum.org/CRDImages/ep/web-large/77I_052R2M.jpg;61.9;45.7
436158;European Paintings;Self-Portrait;Edgar Degas;French;ca. 1855–56;1855;1856;Oil on paper, laid down on canvas;Drawings;Men|Self-portraits;https://images.metmuseum.org/CRDImages/ep/web-large/DT1922.jpg;67.3101;60.9601
436159;European Paintings;The Singer in Green;Edgar Degas;French;ca. 1884;1879;1889;Pastel on light blue laid paper;Drawings;Women|Singers;https://images.metmuseum.org/CRDImages/ep/web-large/DP-25446-001.jpg;60.3;46.4
436162;European Paintings;Sulking;Edgar Degas;French;ca. 1870;1870;1870;Oil on canvas;Paintings;Men|Women|Reading|Interiors;https://images.metmuseum.org/CRDImages/ep/web-large/DT1918.jpg;32.4;46.4
436163;European Paintings;Three Dancers Preparing for Class;Edgar Degas;French;after 1878;1878;1885;Pastel on buff-colored wove paper;Drawings;Dancers|Women|Ballet;https://images.metmuseum.org/CRDImages/ep/web-large/DT245118.jpg;54.6;52.1
436165;European Paintings;Two Dancers;Edgar Degas;French;1873;1873;1873;Dark brown wash and white gouache on bright pink commercially coated wove paper, now faded to pale pink;Drawings;Women|Dancers|Ballet;https://images.metmuseum.org/CRDImages/ep/web-large/DT250756.jpg;61.3;39.4
436166;European Paintings;Two Dancers;Edgar Degas;French;ca. 1879;1874;1879;Charcoal and white chalk on green commercially coated wove paper;Drawings;Girls|Dancers|Ballet;https://images.metmuseum.org/CRDImages/ep/web-large/DT253888.jpg;63.8;48.9
436167;European Paintings;Two Dancers, Half-length;Edgar Degas;French;;1854;1917;Pastel and charcoal on tracing paper with a joined strip, laid down on cardboard;Drawings;Women|Dancers|Ballet;https://images.metmuseum.org/CRDImages/ep/web-large/DP232029.jpg;46.7;54.9
436168;European Paintings;Two Men;Edgar Degas;French;ca. 1865–69;1865;1869;Oil on wood;Paintings;Men;https://images.metmuseum.org/CRDImages/ep/web-large/DP-24222-001.jpg;27.0;20.6
436170;European Paintings;Woman Combing Her Hair;Edgar Degas;French;ca. 1888–90;1888;1890;Pastel on light green wove paper, now discolored to warm gray, affixed to original pulpboard mount;Drawings;Hair|Female Nudes;https://images.metmuseum.org/CRDImages/ep/web-large/DT1917.jpg;61.3;46.0
436171;European Paintings;Woman Drying Her Arm;Edgar Degas;French;late 1880s–early 1890s;1885;1895;Pastel and charcoal on light pink wove paper, discolored at the edges;Drawings;Female Nudes;https://images.metmuseum.org/CRDImages/ep/web-large/DP253485.jpg;30.5;44.5
436172;European Paintings;Woman Drying Her Foot;Edgar Degas;French;1885–86;1885;1886;Pastel on buff wove paper, affixed to original pulpboard mount;Drawings;Female Nudes|Bathing;https://images.metmuseum.org/CRDImages/ep/web-large/DP253481.jpg;50.2;54.0
436173;European Paintings;Woman Having Her Hair Combed;Edgar Degas;French;ca. 1886–88;1886;1888;Pastel on light green wove paper, now discolored to warm gray, affixed to original pulpboard mount;Drawings;Women|Female Nudes;https://images.metmuseum.org/CRDImages/ep/web-large/DP253480.jpg;74.0;60.6
436174;European Paintings;A Woman Ironing;Edgar Degas;French;1873;1873;1873;Oil on canvas;Paintings;Women|Working|Irons;https://images.metmuseum.org/CRDImages/ep/web-large/DT1910.jpg;54.3;39.4
436175;European Paintings;Basket of Flowers;Eugène Delacroix;French;1848–49;1848;1849;Oil on canvas;Paintings;Still Life|Flowers;https://images.metmuseum.org/CRDImages/ep/web-large/DP-14347-001.jpg;107.3;142.2
436176;European Paintings;Christ Asleep during the Tempest;Eugène Delacroix;French;ca. 1853;1853;1853;Oil on canvas;Paintings;Men|Boats|Christ|Sleeping;https://images.metmuseum.org/CRDImages/ep/web-large/DP-14343-001.jpg;50.8;61.0
436177;European Paintings;George Sand's Garden at Nohant;Eugène Delacroix;French;ca. 1842–43;1842;1843;Oil on canvas;Paintings;Gardens|Forests;https://images.metmuseum.org/CRDImages/ep/web-large/DP-14092-001.jpg;45.4;55.2
436178;European Paintings;Hamlet and His Mother;Eugène Delacroix;French;1849;1849;1849;Oil on canvas;Paintings;Literature|Men|Women|Shakespeare;https://images.metmuseum.org/CRDImages/ep/web-large/DT2001.jpg;45.7201;39.3701
436179;European Paintings;Madame Henri François Riesener (Félicité Longrois, 1786–1847);Eugène Delacroix;French;1835;1835;1835;Oil on canvas;Paintings;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP-14346-001.jpg;74.3;60.3
436180;European Paintings;The Natchez;Eugène Delacroix;French;1823–24 and 1835;1823;1835;Oil on canvas;Paintings;Infants|Fathers|Mothers|Family;https://images.metmuseum.org/CRDImages/ep/web-large/DP-14345-001.jpg;90.2;116.8
436181;European Paintings;Portrait of a Woman;Jacques Delaplace;French;ca. 1805–10;1805;1810;Ivory extended by card;Miniatures;Portraits|Women|Flowers;https://images.metmuseum.org/CRDImages/ep/web-large/94560.jpg;6.3;5.7
436182;European Paintings;Triumph of the Amazons;Claude Déruet;French;1620s;1620;1629;Oil on canvas;Paintings;Battles|Soldiers|Horse Riding|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP318357.jpg;51.4;66.0
436183;European Paintings;Departure of the Amazons;Claude Déruet;French;1620s;1620;1629;Oil on canvas;Paintings;Horse Riding|Amazons|Women|Landscapes;https://images.metmuseum.org/CRDImages/ep/web-large/DP318355.jpg;50.8;66.0
436186;European Paintings;Still Life with Silver;Alexandre François Desportes;French;;1681;1743;Oil on canvas;Paintings;Garlands|Fruit|Flowers|Still Life;https://images.metmuseum.org/CRDImages/ep/web-large/DP283310.jpg;261.6;187.3
436187;European Paintings;A Dragoon on Horseback;Edouard Detaille;French;1876;1876;1876;Oil on wood;Paintings;Men|Horse Riding|Soldiers;https://images.metmuseum.org/CRDImages/ep/web-large/ep08.136.5.bw.R.jpg;24.1;13.7
436188;European Paintings;The Defense of Champigny;Edouard Detaille;French;1879;1879;1879;Oil on canvas;Paintings;Battles|Soldiers|Cannons|Men|Generals;https://images.metmuseum.org/CRDImages/ep/web-large/DT259753.jpg;121.9;215.3
436189;European Paintings;Gendarmes d'Ordonnance;Edouard Detaille;French;1894;1894;1894;Oil on canvas;Paintings;Horse Riding|Dogs|Men;https://images.metmuseum.org/CRDImages/ep/web-large/DP364161.jpg;55.9;42.2
436190;European Paintings;Louis-Félix Amiel (1802–1864);Eugène Devéria;French;1837;1837;1837;Oil on canvas;Paintings;Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/DP289719.jpg;61.0;50.2
436191;European Paintings;Diana;Narcisse-Virgile Diaz de la Peña;French;1849;1849;1849;Oil on canvas;Paintings;Women|Female Nudes|Diana|Dogs;https://images.metmuseum.org/CRDImages/ep/web-large/DP352743.jpg;118.1;70.5
436192;European Paintings;Autumn: The Woodland Pond;Narcisse-Virgile Diaz de la Peña;French;1867;1867;1867;Oil on canvas;Paintings;Forests|Landscapes|Autumn;https://images.metmuseum.org/CRDImages/ep/web-large/DP352741.jpg;81.2802;95.2502
436193;European Paintings;The Edge of the Woods;Narcisse-Virgile Diaz de la Peña;French;1872;1872;1872;Oil on wood;Paintings;Forests|Landscapes;https://images.metmuseum.org/CRDImages/ep/web-large/DP-20595-001.jpg;37.8;47.0
436195;European Paintings;A Vista through Trees: Fontainebleau;Narcisse-Virgile Diaz de la Peña;French;1873;1873;1873;Oil on wood;Paintings;Forests;https://images.metmuseum.org/CRDImages/ep/web-large/DP366369.jpg;32.4;43.8
436196;European Paintings;The Forest of Fontainebleau;Narcisse-Virgile Diaz de la Peña;French;1874;1874;1874;Oil on wood;Paintings;Forests|Landscapes;https://images.metmuseum.org/CRDImages/ep/web-large/DP366371.jpg;47.3;60.0
436198;European Paintings;Saint Cecilia;Abraham van Diepenbeeck;Flemish;;1616;1675;Oil on canvas;Paintings;Music|Saints|Musical Instruments|Women|Angels;https://images.metmuseum.org/CRDImages/ep/web-large/DP-22910-001.jpg;121.6;103.5
436199;European Paintings;Christ Healing the Sick;Christian Wilhelm Ernst Dietrich;German;1742;1742;1742;Oil on canvas;Paintings;Illness|Dogs|Men|Women|Christ;https://images.metmuseum.org/CRDImages/ep/web-large/DP-22532-001.jpg;89.2;105.1
436200;European Paintings;The Adoration of the Shepherds;Christian Wilhelm Ernst Dietrich;German;1760s;1760;1769;Oil on canvas;Paintings;Men|Women|Dogs|Donkeys|Madonna and Child;https://images.metmuseum.org/CRDImages/ep/web-large/ep71.162.bw.R.jpg;54.9;73.0
436201;European Paintings;Surprised, or Infidelity Found Out;Christian Wilhelm Ernst Dietrich;German;;1732;1774;Oil on canvas;Paintings;Couples|Men|Women|Cupid;https://images.metmuseum.org/CRDImages/ep/web-large/DP273092.jpg;73.0;72.7
436202;European Paintings;Sir Henry Blount (1602–1682);Nicholas Dixon;British;1660s;1660;1669;Vellum laid on card;Miniatures;Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/57270.jpg;6.7;5.4
436203;European Paintings;Dawn;Gaspare Diziani;Italian;;1709;1767;Oil on canvas;Paintings;Dawn|Putti;https://images.metmuseum.org/CRDImages/ep/web-large/DT11667.jpg;198.1;240.0
436205;European Paintings;Landscape with Moses and the Burning Bush;Domenichino (Domenico Zampieri);Italian;1610–16;1610;1616;Oil on copper;Paintings;Sheep|Fire|Landscapes|Moses;https://images.metmuseum.org/CRDImages/ep/web-large/DT10296.jpg;45.1;34.0
436206;European Paintings;Portrait of an Old Man;Francisco Domingo y Marqués;Spanish;1882;1882;1882;Oil on wood;Paintings;Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/ep08.136.14.bw.R.jpg;27.3;22.2
436207;European Paintings;Don Quixote and Sancho Panza Entertained by Basil and Quiteria;Gustave Doré;French;1863?;1863;1863;Oil on canvas;Paintings;Men|Women|Interiors|Don Quixote;https://images.metmuseum.org/CRDImages/ep/web-large/DP318275.jpg;92.1;73.0
436208;European Paintings;The Three Ages of Humans;Dosso Dossi (Giovanni de Lutero);Italian;;1512;1542;Oil on canvas;Paintings;Boys|Couples|Men|Women|Sheep;https://images.metmuseum.org/CRDImages/ep/web-large/DP123842.jpg;77.5;111.8
436209;European Paintings;An Evening School;Gerrit Dou;Dutch;ca. 1655–57;1655;1657;Oil on wood;Paintings;Girls|Men|Reading|Students|Teachers|Boys;https://images.metmuseum.org/CRDImages/ep/web-large/DP101529.jpg;25.4;22.9
436210;European Paintings;Self-Portrait;Gerrit Dou;Dutch;ca. 1665;1660;1670;Oil on wood;Paintings;Men|Self-portraits|Artists;https://images.metmuseum.org/CRDImages/ep/web-large/DP145902.jpg;48.9;39.1
436211;European Paintings;Portrait of a Man (Self-Portrait?);Willem Drost;Dutch;1653 or 1655;1653;1655;Oil on canvas;Paintings;Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/DP146487.jpg;86.7;72.4
436212;European Paintings;Young Woman with a Pearl Necklace;Willem Drost;Dutch;;1670;1729;Oil on canvas;Paintings;Necklaces|Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP145914.jpg;84.1;62.2
436213;European Paintings;Portrait of a Woman, Said to be Madame Charles Simon Favart (Marie Justine Benoîte Duronceray, 1727–1772);François Hubert Drouais;French;1757;1757;1757;Oil on canvas;Paintings;Musical Instruments|Portraits|Women|Music|Musicians;https://images.metmuseum.org/CRDImages/ep/web-large/DP324044.jpg;80.0;64.8
436214;European Paintings;Marie Rinteau, called Mademoiselle de Verrières;François Hubert Drouais;French;1761;1761;1761;Oil on canvas;Paintings;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP-406-01.jpg;142.87529;115.57023
436215;European Paintings;Madame Sophie de France (1734–1782);François Hubert Drouais;French;1762;1762;1762;Oil on canvas;Paintings;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP323397.jpg;65.1;53.0
436216;European Paintings;Portrait of a Young Woman as a Vestal Virgin;François Hubert Drouais;French;1767;1767;1767;Oil on canvas;Paintings;Portraits|Women|Flowers;https://images.metmuseum.org/CRDImages/ep/web-large/DP324593.jpg;80.01016;63.817627
436217;European Paintings;Boy with a Black Spaniel;François Hubert Drouais;French;ca. 1767;1762;1772;Oil on canvas;Paintings;Boys|Portraits|Dogs;https://images.metmuseum.org/CRDImages/ep/web-large/DP324600.jpg;64.5;53.3
436219;European Paintings;Portrait of a Woman;Frédéric Dubois;French;;1793;1794;Ivory;Miniatures;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP327720.jpg;6.7;6.7
436220;European Paintings;Portrait of a Woman;Augustin Dubourg;French;;1778;1800;Ivory;Miniatures;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/175428.jpg;6.0;6.0
436221;European Paintings;A Couple in an Interior with a Gypsy Fortune-Teller;Jacob Duck;Dutch;ca. 1632–33;1632;1633;Oil on wood;Paintings;Interiors|Couples|Men|Women|Fireplaces;https://images.metmuseum.org/CRDImages/ep/web-large/DP146500.jpg;25.1;33.0
436222;European Paintings;Self-Portrait with a Harp;Rose Adélaïde Ducreux;French;1791;1791;1791;Oil on canvas;Paintings;Self-portraits|Women|Harps;https://images.metmuseum.org/CRDImages/ep/web-large/DP164843.jpg;193.0;128.9
436223;European Paintings;Landing the Shore End of the Atlantic Cable;Robert Charles Dudley;British;1866;1866;1866;Oil on canvas;Paintings;Oceans|Beaches|Ships|Transatlantic Cable;https://images.metmuseum.org/CRDImages/ep/web-large/DP371472.jpg;57.2;83.8
436224;European Paintings;Awaiting the Reply;Robert Charles Dudley;British;ca. 1866;1861;1871;Oil on canvas;Paintings;Men|Interiors|Transatlantic Cable;https://images.metmuseum.org/CRDImages/ep/web-large/DT318073.jpg;59.1;85.1
436225;European Paintings;Grappling for the Lost Cable;Robert Charles Dudley;British;ca. 1866;1861;1871;Oil on canvas;Paintings;Ships|Transatlantic Cable;https://images.metmuseum.org/CRDImages/ep/web-large/ep92.10.45.bw.R.jpg;57.8;84.1
436226;European Paintings;"Homeward Bound: ""The Great Eastern""";Robert Charles Dudley;British;ca. 1866;1861;1871;Oil on canvas;Paintings;Boats|Ships|Transatlantic Cable;https://images.metmuseum.org/CRDImages/ep/web-large/256657.jpg;110.49022;84.45517
436227;European Paintings;Landing at Newfoundland;Robert Charles Dudley;British;ca. 1866;1861;1871;Oil on canvas;Paintings;Crowd|Boats|Ships|Transatlantic Cable;https://images.metmuseum.org/CRDImages/ep/web-large/ep92.10.46.bw.R.jpg;110.49022;84.45517
436228;European Paintings;Making the Splice between the Shore End and the Ocean Cable;Robert Charles Dudley;British;ca. 1866;1861;1871;Oil on canvas;Paintings;Men|Ships|Transatlantic Cable;https://images.metmuseum.org/CRDImages/ep/web-large/ep92.10.47.bw.R.jpg;57.8;84.5
436229;European Paintings;Imaginary Landscape;Gaspard Dughet;French;;1635;1675;Oil on canvas;Paintings;Men|Forests|Landscapes;https://images.metmuseum.org/CRDImages/ep/web-large/DP225500.jpg;96.2;153.7
436230;European Paintings;Card Players in a Drawing Room;Pierre Louis Dumesnil the Younger;French;;1718;1781;Oil on canvas;Paintings;Men|Women|Playing Cards|Interiors|Dogs|Servants|Games;https://images.metmuseum.org/CRDImages/ep/web-large/DP356146.jpg;79.1;98.4
436233;European Paintings;Portrait of a Woman, Said to Be Madame Récamier (1777–1849);Nicolas François Dun;French;ca. 1812–14;1812;1814;Ivory;Miniatures;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/64047.jpg;6.0;4.8
436234;European Paintings;Portrait of an Officer;Andrew Dunn;Irish;;1800;1820;Ivory;Miniatures;Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/175599.jpg;6.7;5.4
436235;European Paintings;Madame de Saint-Morys (Eléonore Elisabeth Angélique de Beauterne, 1742–1824);Joseph Siffred Duplessis;French;1776;1776;1776;Oil on canvas;Paintings;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP264503.jpg;100.3;81.0
436236;European Paintings;Benjamin Franklin (1706–1790);Joseph Siffred Duplessis;French;1778;1778;1778;Oil on canvas;Paintings;Benjamin Franklin|Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/DP-1255-001.jpg;72.4;58.4
436238;European Paintings;Benjamin Franklin (1706–1790);Joseph Siffred Duplessis;French;;1745;1802;Oil on canvas;Paintings;Benjamin Franklin|Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/DP264507.jpg;105.4102;91.4402
436239;European Paintings;Anne Elizabeth Cholmley (1769–1788), Later Lady Mulgrave;Gainsborough Dupont;British;;1774;1797;Oil on wood;Paintings;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP169398.jpg;18.1;14.6
436240;European Paintings;Mrs. John Puget (Catherine Hawkins);Richard Gainsborough Dupont;British;;1774;1797;Oil on copper;Paintings;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP169399.jpg;15.2;12.1
436241;European Paintings;Cows Crossing a Ford;Jules Dupré;French;1836;1836;1836;Oil on canvas;Paintings;Horse Riding|Cows|Dogs|Rivers|Landscapes;https://images.metmuseum.org/CRDImages/ep/web-large/DP232030.jpg;36.2;62.5
436242;European Paintings;Margaret Rieche Richard;Dupuy;German (?);;1801;1817;Enamel;Miniatures;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/258495.jpg;5.4;5.4
436243;European Paintings;Salvator Mundi;Albrecht Dürer;German;ca. 1505;1500;1510;Oil on linden;Paintings;Christ;https://images.metmuseum.org/CRDImages/ep/web-large/DP164819.jpg;58.1;47.0
436244;European Paintings;Virgin and Child with Saint Anne;Albrecht Dürer;German;probably 1519;1519;1519;Oil on linden;Paintings;Madonna and Child|Saint Anne;https://images.metmuseum.org/CRDImages/ep/web-large/DP280846.jpg;60.0;49.8
436245;European Paintings;Virgin and Child;Albrecht Dürer;German;1516;1516;1516;Oil on spruce;Paintings;Madonna and Child;https://images.metmuseum.org/CRDImages/ep/web-large/DP164788.jpg;27.9;20.955042
436246;European Paintings;Portrait of an Italian Woman;German Painter;German;;1500;1599;Oil on linden;Paintings;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP280389.jpg;45.1;34.9
436248;European Paintings;A Young Woman in a Landscape;Dutch Painter;Dutch;;1636;1636;Oil on wood;Paintings;Portraits|Women|Landscapes;https://images.metmuseum.org/CRDImages/ep/web-large/DP143171.jpg;66.0;50.5
436252;European Paintings;James Stuart (1612–1655), Duke of Richmond and Lennox;Anthony van Dyck;Flemish;ca. 1633–35;1633;1635;Oil on canvas;Paintings;Men|Portraits|Dogs;https://images.metmuseum.org/CRDImages/ep/web-large/DT5475.jpg;215.9;127.6
436253;European Paintings;Lucas van Uffel (died 1637);Anthony van Dyck;Flemish;ca. 1622;1621;1627;Oil on canvas;Paintings;Musical Instruments|Men|Portraits|Globes;https://images.metmuseum.org/CRDImages/ep/web-large/DT31.jpg;124.5;100.6
436254;European Paintings;Portrait of a Man;Anthony van Dyck;Flemish;ca. 1618;1613;1623;Oil on wood;Paintings;Men|Portraits;https://images.metmuseum.org/CRDImages/ep/web-large/DP361123.jpg;106.0;72.7
436255;European Paintings;Portrait of a Woman, Called the Marchesa Durazzo;Anthony van Dyck;Flemish;probably ca. 1622–25;1622;1625;Oil on canvas;Paintings;Portraits|Women;https://images.metmuseum.org/CRDImages/ep/web-large/DP-17538-001.jpg;113.3;95.9
